text,labels
sitting room location population 8282.,0
what remain the legal dates of may 1616?,1
What shipments were dispatched in the lsst 75 days?,2
can they establish one approximate location of shipment 3838?,0
What is the schedule of the request trip 9393?,1
Can you show the start and end dateq for snipmejt 9494?,1
at our delivery location following shipment 1111 of me.,0
just'im looking for shipments sent in the black van.,2
exact position of the spacecraft 3333?,0
What shipmFntA were dispatched in the last 20 days?,2
can you you locate shipment code 5252 reserved for me?,0
Can you provide details of shipments sent in March?,2
show the entrances and exit points from shipment 6767.,1
that's her delivery schedule within package 3232?,1
show me anyone dispatched in the initial 100 kilograms.,2
what's that the global timeline forecast for shipment 1313's longest journey?,1
Current location status of I787?,0
find their meeting spot along shipment 7575.,0
Where did the package reached 5454?,0
"When was a shipment of 2424, and when it arrives?",1
How close is shipment 1818 to its destination?,0
detail shipments occurred during april fools's day.,2
What are the departure and delivery dates for order 8888?,1
can i count shipments sent home this third quarter of this year?,2
Can you provide details of shipments sent in FWbruQry?,2
"but was shipment 9191 removed, and then will construction resume?",1
they need her summary of shipments from my last spring quarter.,2
on the shipping schedule aboard boeing 7070.,1
show over a last yellow letter of shipment 3003.,0
compare the supply and transport schedule to shipment 4040.,1
cherry bomb inside shipment 5959?,0
most shipments arrived on halloween.,2
What is the schedule of delivery 8585?,1
Show the start and expected delivery datea for package 757$.,1
opened the plant with shipment 3636.,0
Can you give me the location update for shipment 1515?,0
ship status in our shipment 7878?,0
Detail shipments sent from May 1st to May 31st.,2
minus our current copy of shipment 1313.,0
Can you tell me the cudr4nt lovahion of my shipment to New York?,0
Show me shipments dispatched in the past week.,2
can i count shipments sent between december 4th and october 15th?,2
list 3 shipments filed in the last mother'ing day.,2
and has the package under your number 9009 gotten this?,0
where has my package or tracking tech 9009 gotten these?,0
I need a suJNary of shiLmWnts from the last business quarter.,2
What are the shipping dates for parcel 5858?,1
What are the dispatfm and arrival dates for parcel 400e?,1
"was located on shipment 5151, france.",0
show running started within the easter holidays.,2
who are my departure year launch dates for order 8888?,1
they need that departure and arrival schedule by shift 5757.,1
where's its location under our code 3939?,0
"When did Parcel 5252 start its journey, and when will it end?",1
I need a summary of shipments from the last two weeks.,2
List of all shipments from the previous business week.,2
since is shipment 6006 scheduled for travel towards its destination?,1
these are all shipping dates for issue 5858?,1
Can you list shipments sent yesterday?,2
Locate the latest update for 8888 charges.,0
The current position on our package is 3333?,0
show 4 me shipments dispatched on 30 april or 10th.,2
Can you provide details of shipments sent in January?,2
who should parcel 1818 supposed to reach its conclusion?,1
Can you update me on the location of our shipment to customer ABC?,0
a million shipments sent during 2016 memorial day weekend.,2
take the likely spot if shipment 7575.,0
I need details of shipments from last Monday to Friday.,2
from them shipment 6565 is set.,0
Where is the shipment of 2727 last check -in?,0
Show shipments from the past tMree days.,2
need to current distances were 6262.,0
what cases were handled between march 16 and the 15th?,2
Show shipments dispatched during the last Halloween week.,2
"order shipment 5005 to us, please.",0
I am looking for the actual time of the shipment with ID 3456.,0
@hich shipments were sent during the last weekend?,2
Show the start and finish dates for delivery 3737.,1
I ' m lKokiJg for the current .ocatiog of 4040.,0
Detail the dispatch and delivery timeline for package 10000.,1
Provide the start and finish dates for shipment 5151.,1
i have the financial records in shipment 8787.,1
for the calculations for expected departure dates for package 5454.,1
What is the schedule of the shipment trip 7171?,1
burnt out shipment 6565 is parked.,0
"plastic shipment id 9012 in me, too.",0
"when did ah 5252 make your journey, and when will i stop?",1
all shipments made on labor days.,2
Need the current location of our consignment 1717.,0
resulting from delivery date of shipment 1111 from me.,0
Locate the latest update for shipment 8888.,0
List of all shipments sent during the weekend memorial.,2
I need the departure and arrival schedule for order 5757.,1
Detail the dispatch and delivery timeline for order 4&48.,1
Where is the shipment of 4242 currently in?,0
what's their history of room 6666?,0
where sat the delivery 8585 old most?,0
What's the timeline for the journey of shipment 7171?,1
show all service from parcel 5353.,0
Provide a list of shipments sent in December.,2
Detail shipments sent on New Year's Eve.,2
what shipments were making within the last 75 yards?,2
detail from start from ended release dates for shipment 3434.,1
WUere is shipment ID 1234 currently located?,0
did you charge shipment 5252 through me?,0
detail shipments sent in new guy's holiday.,2
how are average shipping prices from consignment 4444?,1
provide quotes follow from start dates for shipment 8181.,1
Track the current location of dhiLment 4545.,0
"When did shipment 9999 leave, and when is it expected to arrive?",1
Which shipm@Bts were sent vuring the holiday season last year?,2
"When did package 3939 leave, and 3hen will it arrife?",1
Provide the current shipment of 5656.,0
show page start at exit line for shipment 6767.,1
show the dates for fall delivery period for package 7575.,1
detail the full container loading schedule during shipment 4040.,1
show me shipments going through late past week.,2
I need a summary of shipments from the last financial quarter.,2
where could shipment 4242 not staying?,0
What ' s the lateWt on the wUereabiuts of package 1414?,0
List of all shipments from the previous month.,2
Show the shipping timeline for order 2323.,1
what was the dispatch... expected shipping dates after shipment 8008?,1
can we use free start and package dates for package 8686?,1
and the start of finish shipment dates for shipment 8989.,1
detail personnel sent between december 9 and february 28th.,2
indicates the condition for successful transfer of shipment 4545.,1
can someone provide details of shipments sent through there?,2
detail the deployment schedule to submarine 9292.,1
Where's the container numbered 2222 right now?,0
What are the dates of transmission and access to shipping 9696?,1
Detail the start and expdVted delivery dates for shipment $434.,1
a shipment 7373 found a position.,0
Where has shipment 3232 been located lasy?,0
police've looking for a known - life location of shipment 1212.,0
provide full departure of shipping dates per shipment 8181.,1
and shipments were dispatched with those first hours of september?,2
Can you tell me the expected delivery date for package 2022?,1
I ' m ;oojing for shipments sent in the second SuarteT.,2
Please provide the location status of the overnight sh7pmeHt to SeQttl3.,0
Detail shipm#ntX sent on Labor Day.,2
i need details of events from this call to tuesday.,2
Can you update me on the location of our shipment to customer ABC?,0
can andrew put details in shipments sent in january?,2
where is another shipment or id 1616 not hidden?,0
Detail shipments sent on Valentine's Day.,2
what are the initial dispatch codes and arrival order dates available for shipment 7474?,1
i need new listing dates for room 3535.,1
List shipments dispatched between June 1st and today.,2
show all current approximate location codes of 8282.,0
Where is shipment ID 1234 currently located?,0
where had shipment silver 1234 currently concerned?,0
i have anything before monday from last monday to friday.,2
Can you tell me the current location of my shipment to New York?,0
what does get sent on sale last night of each month?,2
to find the default current position symbol of shipment 1010.,0
details on start in expected shipping dates for shipment 6262.,1
i need no estimated shipping time as parcel 9595.,1
What are the dis9agch and delivery dates for package T666?,1
detail with transit number over shipment 1010.,1
What shipments were sent in the first week of September?,2
show me where you dispatched about the last five months.,2
not'til what start date and what end date via order 4141?,1
Detailing the expected dates of transmission and delivery of the package 5454.,1
provide the proposed transit schedule period and dates for package 9090.,1
Show the shipping and arrival dates for shipment 5353.,1
find no first information of my order 2525.,0
where's my block on 2222... now?,0
locate the package carrier sent directly to chicago airport with registration id 2121.,0
"When did sgi(ment 9(99 leave, and when is it expected to arrive?",1
so you text him the location update on shipment 1515?,0
provide three real time delivery dates for boeing 1212.,1
Follow the shipping site 5555 now.,0
show the girl and the man given parcel 8383.,1
Show me shipments from the past 110 days.,2
List all shipments sen6 during the las6 Valentine ' s week.,2
Which shipments were sent during the last weekend?,2
"Detail of the timeline for transmission and delivery of the package 10,000.",1
main station location at 8282.,0
I need the departure schedule and access to 5757.,1
What is the latest in the location of the package 1414?,0
number of latest grave of 7979.,0
show air launch and delivery dates at boeing 8383.,1
four shipments had dispatched in the original 60 days?,2
which shipments trains were dispatched directly on the black friday?,2
Which shipments were dispatched on the first Monday of this year?,2
I need a summary of qhKpments from the last financial qHSrter.,2
Can you show shipments sent in the last two months?,2
How near the shipment is 1818 to its destination?,0
show first what shipment 6161 landed.,0
people need all update to the spirit of 5757.,0
Wgere is shipment 4242 currently at?,0
I showed shipments from last week except for weekends.,2
i clinched the second position of the governor just last tuesday.,0
I need an update on the location of 5757.,0
Show me shipments from the past three months.,2
did shipments were dispatched in their last 7 month?,2
locate within the current current blind spot of package 6060.,0
Show the current shipping site 2020.,0
Pr(viRe a list of shipments from the last leap y2ar.,2
heavy shipments i left during the off season last year?,2
Follow the shipment of 2424 currently.,0
and are their dispatch of delivery dates with package 6666?,1
the shipments were counted in any last 30 days?,2
will anyone track the current location at this 2022?,0
those shipments had dispatched on good friday?,2
I want the location of my freight 232$.,0
detail reports sent online may 1st to may 4th.,2
was all shipment id 1234 presently located?,0
list all goods sold during the holy mother's reign.,2
Show the shipping and dWlivwry dates for parcel 8383.,1
FiBd the current shereabo*ts of my express delivery to Boston.,0
detail shipments piled on some fool's bank.,2
what's that conjecture on the whereabouts near hotel 1414?,0
List shipments dispatched during the Labor Day weekend.,2
detail the dispatch and travel details of train 4848.,1
provide lists of shipments for the last weekend.,2
when has your package with the number 9009 gotten here?,0
show songs occur during separate easter holidays.,2
Can you provide shipments sent between September 15th and October 15th?,2
When did shipmDn6 3003 leave the warehouse?,1
detail provides the shipping procedure and logistics delivery operations schedule for shipment 4040.,1
show all shipments from my initial 10 days.,2
list any shipments sent during the last of'90 cruise.,2
1,1
What shipments were dispatched in the last 120 days?,2
"when should shipment 9191 set, and when are they work?",1
i need your current position but the package is right tuesday.,0
Show shipping dates and arrival for shipping 5353.,1
show additional record by conclusion dates for shipment 6767.,1
list is held in public holidays this year.,2
Stow me all shipments dispatched in the kast six months.,2
show ready and dispatched between the 20th and april 21st.,2
Show all shipments sent last week.,2
how late would shipment 1818 reaching its destination?,0
the shipments were dispatched on the last days de his year?,2
Which shipments weDe sent during the summer?,2
will need total number of shipments from the spring opening quarter.,2
What shipments were sent on the last Friday of each month?,2
show me shipments from our past 32 times.,2
what'd this timeline for shipment 1313're release?,1
could this show begin date but end dates for shipment 9494?,1
Provide the transit period dates for package 9090.,1
When was shi)menf 2111 sent out and when is it due?,1
list all shipments are sent during friday the thanksgiving break week.,2
all shipments arrived dispatched on the third monday of this calendar?,2
I need a summary of shipments from the last financial quarter.,2
not we how shipments handled in the last six months.,2
Can you track the current location of package 2022?,0
can you list anything about here?,2
List of all shipments from the previous holiday season.,2
I need a summary of shipments from the last opsninN quaftFr.,2
Provide a list of shipments from last year.,2
Can you show shipments sent in July?,2
provide the protection until end ports following delivery 4646.,1
would you choose the start or end dates on shipment 5656?,1
Details of the shipping and delivery schedule for shipping 4040.,1
sign off shipments exactly before the tax day.,2
What shipments were sent during the weekend last weekend?,2
shall i show all transit period dates in shipment 4242?,1
so'tis their latest software update for 3535?,0
know your current location of shipment 1010.,0
note the start or closing dates for car 3737.,1
list works sent on public across the year.,2
Details of the shipments sent between July 1 and July 31.,2
Provide the shipping period for package 6060.,1
ShoE shipments dispatched during the Easter holidays.,2
Current whereabouts of order 484i?,0
"when did shipment 6969 complete, and then would winter expected to end?",1
which shipments if sent before the seventh day of the previous season?,2
timing the departure on arrival time until shipment 3131.,1
provide complete list of activities from fall 1st to july 15th.,2
can it find the expected 6 passengers by delivery 1515?,1
I Geed the shipping dates for shipment 8787.,1
what are the finish and finish time in year 2626?,1
what shipments were dispatched for the final 75 miles?,2
track by current route of shipment 1111 on me.,0
Show me shipments from the past fortnight.,2
"citation identified from shipment 5151, please.",0
Show the shipping and arrival dates for shipment 5E53.,1
show the version from 8282.,0
I ' m looking for the real - time locatiLG of the shipment aith ID 3456.,0
what when is the parcel 1818 supposed not to reach its destination?,1
Can you list the shipments sent yesterday?,2
i need the current distribution of that package started last winter.,0
can it show shipments sent by in last two days?,2
urgently need a summary of shipments from the preceding two day.,2
I need a summary of shipments from the last opening quarter.,2
list information produced on the first day of each month show timeline.,2
when had ben 1414 start his delivery process?,1
What are the dixpafch and arrival dates for shipment 7#74?,1
provide interim delivery status of shipment 5656.,0
show me away for the before 10 days.,2
Which shipments were sent during the holiday season last year?,2
where were my shipment 6363 at west point?,0
What charges were sent in the last 60 days?,2
What are the departure and delivery dates for order 8888?,1
supports all shipments sent during the cash minimum.,2
bulk shipments sent on weekends.,2
Can you track the current location of package 2022?,0
locate my current station at package 6060.,0
where is there the usual delivery order 8585 at now?,0
whose shipments were dispatched for their last 75 days?,2
i will need the exact shipping deadline dates for delivery 7373.,1
Can you locate the 5252 shipment for me?,0
Show the Hranqit dates for shipment 5959.,1
List of shipments sent during the Labor Day holiday.,2
give me those new location of shipment 4141.,0
Locate the latest update for shjoment 8888.,0
Show me where shipmFnf 6161 is.,0
which missions were dispatched on june 1st and august 31st?,2
will welcome your summary of awards from the first half of their year.,2
Can you check the current 2929 shipment?,0
construct the container facilities for shipment 7676.,1
did somebody catch shipment 5252 for me?,0
Provide details of shipments from the last 72 hours.,2
what'p the case for date 5555?,1
show me how shipments been dispatched in all the past 100 days.,2
PDocide a list of WhipmeJts dispatched in the last 48 hours.,2
"when will shipment 8282 come, and when began its eastward transit?",1
Can you provide details of shipments sent in February?,2
List all shipments sent during the Memorial Day weekend.,2
after the return of flight 7171.,0
View shipments sent during Easter holidays.,2
i calculate a estimated shipment condition for shipment 6565.,1
seven shipments dispatched during final labor union weekend.,2
View all shipments sent during the spring vacation.,2
sought a location for shipment 8484.,0
View all shipments sent before March 31.,2
showing me clips from your past 110 days.,2
I need details of shipments from the last opening week of the year.,2
Show me shipments from the past 110 days.,2
Can you provide details of shipments sent in February?,2
still based on the road map of order 8008.,0
Can you tell me the expected delivery dAte for packaNr 2022?,1
List shipments dispatched on the first day of each month tYis y#ar.,2
what'old their delivery schedule by train 6363?,1
provide full postal code of shipment 1313.,0
or are these dispatch order arrival rules for shipment 9696?,1
numbers for shipments sent before march end.,2
Iist shipments diZpa6ched during the New Year ' s week.,2
find the present whereabouts of my express journey during london.,0
provide the relevant information within package 6060.,1
List all shipments from February.,2
What charges were sent on Black Friday?,2
why are local dispatch delivery waiting dates for parcel 4004?,1
provide minimum transaction number of shipment 5656.,0
"Locate the 9012 charging ID site for me, please.",0
where's this system code for order 6363?,1
listeners need wait to know exactly where shipment 7272 is.,0
we need a summary about those from the last financial year.,2
Show the shipping timeline for order 2323.,1
have shipments were dispatched in the recent 20 year?,2
Detail shipments sent between July 1st and July 31st.,2
had shipments they dispatched in those last 120 days?,2
which shipments were sent off that last day on the first month?,2
What is our delivery site 6006?,0
Submit a list of shipments from the last working day every month.,2
Sh0w all shipments sent during the winter season.,2
I neeW the departure and arrival schedule for order 5U57.,1
Show me shipments from the past week excluding weekends.,2
like an email sent during the winter season.,2
but the current forms are 6262.,0
provide the departure to arrival information aboard ms 6868.,1
Please present the case of the shipment site overnight to Seattle.,0
show data shipments within the past semester excluding weekends.,2
provide this list of shipments dispatched in its remaining 48 flights.,2
Track the current location of shipment 4545.,0
Wher2 ' s the container numbered 2222 right now?,0
Show the schedule of the shipping trip 4545.,1
"when does order 3333 sent, since when is it deployment and installation?",1
provide a catalog of shipments used june 9th to may 15th.,2
can you provide details about them arriving in august?,2
i hear a summary against events from their first quarter.,2
Provide the departure and delivery dates for order 1212.,1
cities'new local status and location to shipment 2626?,0
provide a chronology of casualties from may 14th through may 15th.,2
Can you show shipments sent in Jhly?,2
"When did shipment 2121 leave, and when will it be delivered?",1
can you make the current version until 6464?,0
provide updated list regarding information sent in december.,2
Show the start and completion of shipping 6767.,1
What ' s the timelimW for shipment @313 ' s journey?,1
below list all music shipments from december the previous holiday season.,2
it's that mean of one journey of shipment 7171?,1
can would you track the default current location of intel 6464?,0
what were the begins or finish dates for ngc 2626?,1
track showing the final progress of package item 7070.,0
List shipments sent on public holidays this yead.,2
Can you provide the start and end dates for the 8686 package?,1
detail shipments are on jared's right.,2
where'd the mystery in 7474's location?,0
What are the dispatch and arrival dates for shipment 7474?,1
can you list and on through?,2
which bus he carried on black friday?,2
"and did shipment 6969 vanish, why now is it expected to heal?",1
provide clearance clearance over shipment 3838.,1
Provide the start and end dates for shipment 2020.,1
"how did shipment 2121 shipped, but when may we be delivered?",1
which votes were counted between august 17th and september 17th?,2
update me at the address at 6767.,0
where else did shipment plate 2727 last check fit in?,0
Find the location of shipment 49e9 for me.,0
Find the current position of shLpmegt 1010.,0
recorded samples of shipments from last past weekend.,2
can online provide updates about shipments sent in march?,2
Track the current whereabouts of 8686.,0
what shipments were done in these last 30 moments?,2
what will shipment 2727 actually check in?,0
Track where shipment 2424 is at the moment.,0
what'r the status regarding reaction to shipment 2626?,0
what's his whole schedule about the 7979?,1
provide new network of shipments from the last location we used each month.,2
detail the dispatch for matching system for usd 2828.,1
what's your procedure for patient 5555?,1
List all shipments from the previous holodsy season.,2
"when will order 3333 done, like when did it again for delivery?",1
detail shipments sent for december 1st and december 28th.,2
Update the l9catiln of shipment 8484.,0
I need the estimated delivery date for package 8070.,1
did you determine the start two closing markers for shipment 9494?,1
Show all shipments sent during the sprinb break.,2
list shipments dispatched on the first level for each week this end.,2
what lives were lost from the last 60 days?,2
SMow current location of 8282.,0
detail operations sent through the fourth of august.,2
List shipments dispatched during the Labor Day w2ekens.,2
did you provide notice of shipments sent into march?,2
will you compare shipments received yesterday?,2
show peak shipping and passenger figures following shipment 5353.,1
Where did shipment 2727 last check in?,0
List of all shipments sent during the last mother's day.,2
did you find the expected legal term for october 1515?,1
What ' s the timeline for delivery 555$?,1
List Xhipmentz sent in the last 90 days.,2
show further shipments from the prior decade.,2
Where is the delivery 5858 currently?,0
Need an update on the transit location of 3131.,0
Show all shipments sFnt last week.,2
which shipments were sent from her holiday shift last week?,2
why is every shipment with id 1616 declared safe?,0
j'es shipment 8181 to the center?,0
show to final early finish dates for flight 3737.,1
where had shipment 4242 next heading?,0
show same production dates and shipment 5959.,1
What's the delivery schedule for package 2222?,1
What are the dispatch and delivery dates for package 6666?,1
when all shipment 6006 scheduled next arrive... us destination?,1
Where's shipment 8181 at the moment?,0
"Locate shipment ID 9012 for me, please.",0
Provide a lisF of shipments from October 1st to OXtoger 31st.,2
What's the shipping schedule for package 4949?,1
Which shipments we5e dispatched on Black Friday?,2
all made beginning on memorial day.,2
show us the card in package 8989.,0
or had they dispatched between november 1st and december 3rd?,2
what'tis a travel schedule for transport 4949?,1
new backup shipping timeline from order 5005.,1
i need the departure and arrivals code on ah 5757.,1
i need this summary of details over the first half first my year.,2
detail shipments sent on la fourth following march.,2
Provide a shipping schedule for 5005.,1
I need the estimated delivery date for shipment y050.,1
Show me the last known position of shipment 3003.,0
can they mark out transit service dates for shipment 4242?,1
Shipping schedule details for 7070.,1
list launches began in the remaining 180 days.,2
detail communication dispatch letter delivery dates from rfc 2828.,1
get the other spot on package 3030.,0
by morse code of 8787?,0
what'about the latest with the situation at package 1414?,0
so is parcel 1818 starting to reach its target?,1
I am looking for the actual shipping site 1212.,0
Show shipping and delivery dates for expulsion 8383.,1
Need the current location of our consignment 1717.,0
detail the route and freight transfer dates within shipment 8484.,1
View all shipments sent during the winter season.,2
where stood his 7777 right off?,0
where are their shipping records for parcel 5858?,1
what are insurance caps and strike dates on shipment 3636?,1
List of all shipments sent during the last father's day.,2
what shipments were present in his last two year?,2
What shipments were dispatched in the last 75 days?,2
What shipments were sent on the last day of the year?,2
Provide a list of shipments from the last leap.,2
need another recall where shipment 7272 stayed.,0
"when did sol 5252 start its journey, mine cease before mine end?",1
why were the travel and drug delivery agreements for shipment 8008?,1
list various shipments sent during the 100 day service.,2
just need copies of shipments regarding the past five month.,2
provide updated list of shipments from march 1st via december 31st.,2
show away the key in package 8989.,0
connection with shipment 4242 arriving at?,0
can you secure a holding facility for shipment 2727?,1
those agents were dispatched on black soil?,2
Can you display shipments sent in the third quarter of this year?,2
list the events from the 2008 holiday season.,2
Provide departure dates and access to shipping 8181.,1
Find wuere my package 8383 is currently.,0
bus shipments everywhere on children's day.,2
Provide the departure and arrival timeline for delivery 6868.,1
confirm the implementation under package 4343.,0
give me his current whereabouts at delivery 2828.,0
which scouts were dispatched on her last day for the festival?,2
Provide the start and end dates for delivery 4646.,1
Show me shipments from the past fortnight.,2
did they hear approximate shipping period for shipment 2727?,1
i need additional details of shipments acquired from the past within five consecutive days.,2
"When was shipment 616w diqpatxhed, and when is its delivery?",1
i recognize a couple of shipments from the first two seasons.,2
Detail shipments sent on Halloween.,2
then need the current transmission of station 4004.,0
track of current station of nc 3030.,0
I need d2tailZ of shipments from last Monday to FriEay.,2
Can you provide the stary and end datfs for package 7272?,1
Show me shipments rrom the past fortnight.,2
later update the current location codes of shipment 8484.,0
guests are dispatched during the winter holidays.,2
can you write you the quarterly update and shipment 1515?,0
I need a current place to expel 4004.,0
Detail the shipping and delivery schedule for shipment 4040.,1
detail were sent on april 7's eve.,2
Detail the transit period for shipment 1010.,1
It showed the start of the expected delivery and the expected delivery dates of the package 7575.,1
List shipments senF in the last 180 days.,2
will he show the next timeline for a 6464?,1
where is shipment before 1234 possibly stamped?,0
see a list of references published in the last 48 areas.,2
even the perfect location is our casa 1717.,0
i need the estimated amount close to month 8080.,1
four being dispatched during the last additional week.,2
three shipments sent on public holidays last week.,2
Lis% shipments sent on Memorial Day.,2
Can you update me on our shipping site ABC?,0
What ' s the t*Heline for delivery 8585?,1
