text,intent
how are average shipping prices from consignment 4444?,Query_for_Shipment_StartEnd_Date
or their timeline since the release of shipment 4545.,Query_for_Shipment_StartEnd_Date
be the start service end point for flight 4646.,Query_for_Shipment_StartEnd_Date
"it was shipment 4747 killed, or when is it due to go?",Query_for_Shipment_StartEnd_Date
detail on dispatch or response timeline for branch 4848.,Query_for_Shipment_StartEnd_Date
what's the storage facility aboard mac 4949?,Query_for_Shipment_StartEnd_Date
well know this estimated shipping date for shipment 5050.,Query_for_Shipment_StartEnd_Date
provide initial landing and conclusion dates on shipment 5151.,Query_for_Shipment_StartEnd_Date
"when did ah 5252 make your journey, and when will i stop?",Query_for_Shipment_StartEnd_Date
show passengers fuel and passenger information for shipment 5353.,Query_for_Shipment_StartEnd_Date
for the calculations for expected departure dates for package 5454.,Query_for_Shipment_StartEnd_Date
what's your procedure for patient 5555?,Query_for_Shipment_StartEnd_Date
can we provide additional start from end time for shipment 5656?,Query_for_Shipment_StartEnd_Date
i need the departure and arrivals code on ah 5757.,Query_for_Shipment_StartEnd_Date
where are their shipping records for parcel 5858?,Query_for_Shipment_StartEnd_Date
show your respective dates with shipment 5959.,Query_for_Shipment_StartEnd_Date
provide the clock period from mx 6060.,Query_for_Shipment_StartEnd_Date
"then comes shipment 6161 announced, and how is mine delivery?",Query_for_Shipment_StartEnd_Date
details on start in expected shipping dates for shipment 6262.,Query_for_Shipment_StartEnd_Date
what'es the access schedule from asteroid 6363?,Query_for_Shipment_StartEnd_Date
does anyone see different shipping timeline for parcel 6464?,Query_for_Shipment_StartEnd_Date
it checked more estimated arrival date through shipment 6565.,Query_for_Shipment_StartEnd_Date
what are your date and delivery dates before ms 6666?,Query_for_Shipment_StartEnd_Date
show additional record by conclusion dates for shipment 6767.,Query_for_Shipment_StartEnd_Date
provide the start and entry timeline with flight 6868.,Query_for_Shipment_StartEnd_Date
"when did shipment 6969 complete, and then would winter expected to end?",Query_for_Shipment_StartEnd_Date
detailed the boarding schedule for flight 7070.,Query_for_Shipment_StartEnd_Date
what'been the gossip surrounding his journey to shipment 7171?,Query_for_Shipment_StartEnd_Date
will you verify the start or release dates using package 7272?,Query_for_Shipment_StartEnd_Date
i took out shipping agent for delivery 7373.,Query_for_Shipment_StartEnd_Date
what are total hours for shipments dates for shipment 7474?,Query_for_Shipment_StartEnd_Date
compare the dates to expected delivery dates for usd 7575.,Query_for_Shipment_StartEnd_Date
construct the container facilities for shipment 7676.,Query_for_Shipment_StartEnd_Date
"when did his 7777 arriving, and where might it be delivered?",Query_for_Shipment_StartEnd_Date
detail indicates start for finish in the shipment 7878.,Query_for_Shipment_StartEnd_Date
why'll the shipping schedule per boeing 7979?,Query_for_Shipment_StartEnd_Date
i wrote our estimated delivery contract for flight 8080.,Query_for_Shipment_StartEnd_Date
this additional departure from arrival dates by shipment 8181.,Query_for_Shipment_StartEnd_Date
"when will shipment 8282 come, and when began its eastward transit?",Query_for_Shipment_StartEnd_Date
show air launch and delivery dates at boeing 8383.,Query_for_Shipment_StartEnd_Date
detail the route and freight transfer dates within shipment 8484.,Query_for_Shipment_StartEnd_Date
today's other timeline for resolution 8585?,Query_for_Shipment_StartEnd_Date
include you provide unique start and end codes for server 8686?,Query_for_Shipment_StartEnd_Date
i have the financial records in shipment 8787.,Query_for_Shipment_StartEnd_Date
who are my departure year launch dates for order 8888?,Query_for_Shipment_StartEnd_Date
project approval start and expected delivery as in shipment 8989.,Query_for_Shipment_StartEnd_Date
provide sample transit period dates on flight 9090.,Query_for_Shipment_StartEnd_Date
"when arrives shipment 9191 today, or then will you arrive?",Query_for_Shipment_StartEnd_Date
detail the deployment schedule to submarine 9292.,Query_for_Shipment_StartEnd_Date
me'm a timeline in the journey of flight 9393?,Query_for_Shipment_StartEnd_Date
would you show old commencement and termination dates at shipment 9494?,Query_for_Shipment_StartEnd_Date
still need our original delivery date in parcel 9595.,Query_for_Shipment_StartEnd_Date
maybe changed the dispatch line call dates for shipment 9696?,Query_for_Shipment_StartEnd_Date
contains simple shipping or delivery instructions for package 9797.,Query_for_Shipment_StartEnd_Date
all true start to finish dates under order 9898.,Query_for_Shipment_StartEnd_Date
"there did shipment 9999 end, and where did it expected to continue?",Query_for_Shipment_StartEnd_Date
commentary on delivered request delivery timeline for package 10000.,Query_for_Shipment_StartEnd_Date
Query_for_Shipment_StartEnd_Date,Query_for_Shipment_StartEnd_Date
"what'’ s the earliest start date yet for shipment station id 1001? """,Query_for_Shipment_StartEnd_Date
Can you tell me the expected delivery date for package 2022?,Query_for_Shipment_StartEnd_Date
remember when did shipment 3003 prisoners leave through the warehouse?,Query_for_Shipment_StartEnd_Date
what are the post dispatch and postal arrival card dates for parcel mail 4004?,Query_for_Shipment_StartEnd_Date
Provide the shipping timeline for order 5005.,Query_for_Shipment_StartEnd_Date
When is shipment 6006 scheduled to arrive at its destination?,Query_for_Shipment_StartEnd_Date
Show me the start and end dates for delivery 7007.,Query_for_Shipment_StartEnd_Date
What were the dispatch and expected delivery dates for shipment 8008?,Query_for_Shipment_StartEnd_Date
i need also the shipping and arrival day dates database for ms package 9009.,Query_for_Shipment_StartEnd_Date
Detail the transit period for shipment 1010.,Query_for_Shipment_StartEnd_Date
when was shipment shipment 1111 we sent mail out and when soon is it due?,Query_for_Shipment_StartEnd_Date
Provide the departure and delivery dates for order 1212.,Query_for_Shipment_StartEnd_Date
what's that the global timeline forecast for shipment 1313's longest journey?,Query_for_Shipment_StartEnd_Date
When did package 1414 start its delivery process?,Query_for_Shipment_StartEnd_Date
Can you find the expected end date for delivery 1515?,Query_for_Shipment_StartEnd_Date
... what year are all the shipping dates required for consignment 1616?,Query_for_Shipment_StartEnd_Date
show shows the start and any expected initial finish dates for initial shipment 1717.,Query_for_Shipment_StartEnd_Date
what when is the parcel 1818 supposed not to reach its destination?,Query_for_Shipment_StartEnd_Date
schedules detail the annual dispatch and arrival schedule required for shipment 1919.,Query_for_Shipment_StartEnd_Date
statistics provide the start and end departure dates for freight shipment 2020.,Query_for_Shipment_StartEnd_Date
"When did shipment 2121 leave, and when will it be delivered?",Query_for_Shipment_StartEnd_Date
What's the delivery schedule for package 2222?,Query_for_Shipment_StartEnd_Date
Show the shipping timeline for order 2323.,Query_for_Shipment_StartEnd_Date
"when was shipment 2424 being dispatched, ready and then when tomorrow is its arrival?",Query_for_Shipment_StartEnd_Date
i need see the official estimated delivery start date for galaxy package 2525.,Query_for_Shipment_StartEnd_Date
what are exactly the start and final finish dates set for postal delivery 2626?,Query_for_Shipment_StartEnd_Date
Can you provide the shipping period for shipment 2727?,Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery dates for parcel 2828.,Query_for_Shipment_StartEnd_Date
"when... did shipment p 2929 ever start, and when will it ever end?",Query_for_Shipment_StartEnd_Date
Show me the transit dates for shipment 3030.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival timeline for shipment 3131.,Query_for_Shipment_StartEnd_Date
What's the shipping schedule for package 3232?,Query_for_Shipment_StartEnd_Date
"When was order 3333 sent, and when is it due for delivery?",Query_for_Shipment_StartEnd_Date
Detail the start and expected delivery dates for shipment 3434.,Query_for_Shipment_StartEnd_Date
I need the shipping dates for parcel 3535.,Query_for_Shipment_StartEnd_Date
what are we the dispatch schedules and scheduled arrival departure dates for shipment 3636?,Query_for_Shipment_StartEnd_Date
Show the start and finish dates for delivery 3737.,Query_for_Shipment_StartEnd_Date
Provide the timeline for shipment 3838.,Query_for_Shipment_StartEnd_Date
"When did package 3939 leave, and when will it arrive?",Query_for_Shipment_StartEnd_Date
detail provides the shipping procedure and logistics delivery operations schedule for shipment 4040.,Query_for_Shipment_StartEnd_Date
What's the start date and expected end date for order 4141?,Query_for_Shipment_StartEnd_Date
Can you show the transit period dates for shipment 4242?,Query_for_Shipment_StartEnd_Date
i need check the departure and the delivery dates provided for package id 4343.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for consignment 4444?,Query_for_Shipment_StartEnd_Date
show exactly the exact timeline for identifying the journey of shipment numbered 4545.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for delivery 4646.,Query_for_Shipment_StartEnd_Date
"When was shipment 4747 dispatched, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
detail the vehicle dispatch and delivery timing timeline timeline for first order 4848.,Query_for_Shipment_StartEnd_Date
What's the shipping schedule for package 4949?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for shipment 5050.,Query_for_Shipment_StartEnd_Date
Provide the start and finish dates for shipment 5151.,Query_for_Shipment_StartEnd_Date
"when once did parcel train 5252 start its onward journey, and and when then will it end?",Query_for_Shipment_StartEnd_Date
Show the shipping and arrival dates for shipment 5353.,Query_for_Shipment_StartEnd_Date
Detail the dispatch and expected delivery dates for package 5454.,Query_for_Shipment_StartEnd_Date
What's the timeline for delivery 5555?,Query_for_Shipment_StartEnd_Date
can these you then provide the start and departure end dates listed for shipment 5656?,Query_for_Shipment_StartEnd_Date
I need the departure and arrival schedule for order 5757.,Query_for_Shipment_StartEnd_Date
so what are these the shipping delivery dates for parcel 5858?,Query_for_Shipment_StartEnd_Date
show the day transit dates correct for shipment year 5959.,Query_for_Shipment_StartEnd_Date
they provide the applicable shipping period information for package 6060.,Query_for_Shipment_StartEnd_Date
"and when that was shipment 6161 presently dispatched, where and when presently is its delivery?",Query_for_Shipment_StartEnd_Date
Detail the start and expected delivery dates for shipment 6262.,Query_for_Shipment_StartEnd_Date
• what's still the final delivery schedule for mail order 6363?,Query_for_Shipment_StartEnd_Date
Can you show the shipping timeline for parcel 6464?,Query_for_Shipment_StartEnd_Date
i need know the estimated flight arrival date information for shipment № 6565.,Query_for_Shipment_StartEnd_Date
exactly what are currently the dispatch and delivery period dates for the package 6666?,Query_for_Shipment_StartEnd_Date
Show the start and finish dates for shipment 6767.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival timeline for delivery 6868.,Query_for_Shipment_StartEnd_Date
"when did shipment comet 6969 ever leave, and and when when is it expected back to arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping schedule for order 7070.,Query_for_Shipment_StartEnd_Date
What's the timeline for the journey of shipment 7171?,Query_for_Shipment_StartEnd_Date
can you simply provide you the start and end end dates for free package package 7272?,Query_for_Shipment_StartEnd_Date
i will need the exact shipping deadline dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
what are the initial dispatch codes and arrival order dates available for shipment 7474?,Query_for_Shipment_StartEnd_Date
show shows the expected start and fall expected delivery dates for aircraft package 7575.,Query_for_Shipment_StartEnd_Date
provide the shipping loading period needed for oil shipment 7676.,Query_for_Shipment_StartEnd_Date
"so when was a parcel 7777 dispatched, when and where when will it ever be delivered?",Query_for_Shipment_StartEnd_Date
some detail lists the start day and finish dates listed for shipment 7878.,Query_for_Shipment_StartEnd_Date
or what's the shipping rate schedule specified for postal order 7979?,Query_for_Shipment_StartEnd_Date
type i need the estimated minimum delivery date for visa package rs 8080.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival dates for shipment 8181.,Query_for_Shipment_StartEnd_Date
"When did shipment 8282 start, and when is its expected end?",Query_for_Shipment_StartEnd_Date
maps show the shipping and delivery route dates for future parcel route 8383.,Query_for_Shipment_StartEnd_Date
notes detail the dispatch and expected passenger arrival departure dates for freight shipment 8484.,Query_for_Shipment_StartEnd_Date
and what's the timeline planned for mass delivery 8585?,Query_for_Shipment_StartEnd_Date
or can you provide the start menu and end dates for software package server 8686?,Query_for_Shipment_StartEnd_Date
I need the shipping dates for shipment 8787.,Query_for_Shipment_StartEnd_Date
What are the departure and delivery dates for order 8888?,Query_for_Shipment_StartEnd_Date
show the start day and date expected delivery shipping dates set for shipment 8989.,Query_for_Shipment_StartEnd_Date
provide the proposed transit schedule period and dates for package 9090.,Query_for_Shipment_StartEnd_Date
"when next was a shipment 9191 dispatched, and exactly when then will next it arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping schedule for delivery 9292.,Query_for_Shipment_StartEnd_Date
What's the timeline for the journey of order 9393?,Query_for_Shipment_StartEnd_Date
can you still show the appropriate start numbers and end listing dates for cassette shipment 9494?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for parcel 9595.,Query_for_Shipment_StartEnd_Date
What are the dispatch and arrival dates for shipment 9696?,Query_for_Shipment_StartEnd_Date
Show the shipping and delivery dates for package 9797.,Query_for_Shipment_StartEnd_Date
Provide the start and finish dates for order 9898.,Query_for_Shipment_StartEnd_Date
"When did shipment 9999 leave, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery timeline for package 10000.,Query_for_Shipment_StartEnd_Date
Query_for_Shipment_StartEnd_Date,Query_for_Shipment_StartEnd_Date
"What ' s the sGart date for shipm3bt ID 1001? """,Query_for_Shipment_StartEnd_Date
Can you tell me the expected delivery dAte for packaNr 2022?,Query_for_Shipment_StartEnd_Date
When did shipmDn6 3003 leave the warehouse?,Query_for_Shipment_StartEnd_Date
What are the dispatfm and arrival dates for parcel 400e?,Query_for_Shipment_StartEnd_Date
Provide the shipping timeline for order 4005.,Query_for_Shipment_StartEnd_Date
When is shipment 6006 sched&lfd to arrivs at its destination?,Query_for_Shipment_StartEnd_Date
"Show me the start and end daHes for dD,ivery 7007.",Query_for_Shipment_StartEnd_Date
What were the dispatch and expected delivery dates for shi0Hent 8007?,Query_for_Shipment_StartEnd_Date
I neeW the qhippiGg and arrival dates for package 9009.,Query_for_Shipment_StartEnd_Date
Detail the Hrans(t period for shipment 1010.,Query_for_Shipment_StartEnd_Date
When was shi)menf 2111 sent out and when is it due?,Query_for_Shipment_StartEnd_Date
"Provide the departure and de,iverU dates for order 1212.",Query_for_Shipment_StartEnd_Date
What ' s the timelimW for shipment @313 ' s journey?,Query_for_Shipment_StartEnd_Date
When did package 1#14 start its delivery process?,Query_for_Shipment_StartEnd_Date
Can you find the expected end dwte for delibWry 1515?,Query_for_Shipment_StartEnd_Date
What are the ahipplng dates for consignment 1616?,Query_for_Shipment_StartEnd_Date
Show the start and sxpested finish dates for shiOmeHt 1717.,Query_for_Shipment_StartEnd_Date
When is parce? 1818 supposed to reach its destination?,Query_for_Shipment_StartEnd_Date
Detail the dispatch and arrival schedule for shipment 1819.,Query_for_Shipment_StartEnd_Date
Provide the start and end daHes for shipment 2020.,Query_for_Shipment_StartEnd_Date
"2hen did shipment 2121 leave, and wGen will it be delivered?",Query_for_Shipment_StartEnd_Date
What ' s the delivery schedule for package 2232?,Query_for_Shipment_StartEnd_Date
Show the sh7ppigg timeline for order 2323.,Query_for_Shipment_StartEnd_Date
"When was shOpmen4 2424 dispatched, and when is its arrovai?",Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for pqckagW 2525.,Query_for_Shipment_StartEnd_Date
Wmat are the start and finish Xates for delivery 2626?,Query_for_Shipment_StartEnd_Date
Can you provide the Ehip(ing period for shipment 2727?,Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery dates for parcel 282O.,Query_for_Shipment_StartEnd_Date
"When did Qhipnent 292* start, and when will it end?",Query_for_Shipment_StartEnd_Date
Show me the trabeit dates for shipment 3030.,Query_for_Shipment_StartEnd_Date
Provide the departure and ArrivXl timeline for shipment 3131.,Query_for_Shipment_StartEnd_Date
What ' s the shipping schedule for package #232?,Query_for_Shipment_StartEnd_Date
"When was order 3333 sent, and wh$n is it due for deliGerJ?",Query_for_Shipment_StartEnd_Date
Detail the start and expdVted delivery dates for shipment $434.,Query_for_Shipment_StartEnd_Date
I need the shipping dates for parcel w535.,Query_for_Shipment_StartEnd_Date
!hat are the dispatch and arrival dates for shopmeBt 3636?,Query_for_Shipment_StartEnd_Date
Show the wtart and finish dates for delivery 3737.,Query_for_Shipment_StartEnd_Date
PrKvife the timeline for shipment 3838.,Query_for_Shipment_StartEnd_Date
"When did package 3939 leave, and 3hen will it arrife?",Query_for_Shipment_StartEnd_Date
Detail the shipping and delivery schedule for shipment 3040.,Query_for_Shipment_StartEnd_Date
!hat ' s the stSrt date and expected end date for order 4141?,Query_for_Shipment_StartEnd_Date
Can you show the transit pDriod datSs for shipment 4242?,Query_for_Shipment_StartEnd_Date
I need the departure and delivery datds for package 43E3.,Query_for_Shipment_StartEnd_Date
What are the shipping dates for consignment 4454?,Query_for_Shipment_StartEnd_Date
Show the tik@line for the journey of shipment 4545.,Query_for_Shipment_StartEnd_Date
Provide the start and end dates for delivWrU 4646.,Query_for_Shipment_StartEnd_Date
"When was ZhipmSnt 47$7 dispatched, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery timeline for order 4&48.,Query_for_Shipment_StartEnd_Date
What ' s the shipping sSheduPe for package 4949?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for shipment y050.,Query_for_Shipment_StartEnd_Date
Provide the start and finish datss for shipment 5151.,Query_for_Shipment_StartEnd_Date
"When did parcel 5252 starf its journey, and when wJll it end?",Query_for_Shipment_StartEnd_Date
Show the shipping and arrival dates for shipment 5E53.,Query_for_Shipment_StartEnd_Date
Detail the dispatch and expected deliGdry dates for packaB@ 5454.,Query_for_Shipment_StartEnd_Date
What ' s the timeline for delivery 555$?,Query_for_Shipment_StartEnd_Date
"Can you pr9vude the start and end dates for ship,eHt 5656?",Query_for_Shipment_StartEnd_Date
I neeW the departure and arrival schedule for order 5U57.,Query_for_Shipment_StartEnd_Date
What are the snippint dates for parcel 5858?,Query_for_Shipment_StartEnd_Date
Show the Hranqit dates for shipment 5959.,Query_for_Shipment_StartEnd_Date
Provide the shipping period for packzve 6060.,Query_for_Shipment_StartEnd_Date
"When was shipment 616w diqpatxhed, and when is its delivery?",Query_for_Shipment_StartEnd_Date
Detwil the s6art and expected delivery dates for shipment 6262.,Query_for_Shipment_StartEnd_Date
What ' s the delivery sched^lR for order 6363?,Query_for_Shipment_StartEnd_Date
Can you show the shipping tKmellne for parcel 6464?,Query_for_Shipment_StartEnd_Date
I need the estimated arrival date for shupmeHt 6565.,Query_for_Shipment_StartEnd_Date
What are the dis9agch and delivery dates for package T666?,Query_for_Shipment_StartEnd_Date
Show the start and finish dates for ehipmenr 6767.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival timeline for delivery 6O68.,Query_for_Shipment_StartEnd_Date
"When did shipmFgt 6969 leave, and wheB is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the shipping schedule for order 70&0.,Query_for_Shipment_StartEnd_Date
What ' s the FimeliHe for the journey of shipment I171?,Query_for_Shipment_StartEnd_Date
Can you provide the stary and end datfs for package 7272?,Query_for_Shipment_StartEnd_Date
I need the sYipOing dates for delivery 7373.,Query_for_Shipment_StartEnd_Date
What are the dixpafch and arrival dates for shipment 7#74?,Query_for_Shipment_StartEnd_Date
Show the start and expected delivery datea for package 757$.,Query_for_Shipment_StartEnd_Date
Provide the shipping period for shJpmeht 7676.,Query_for_Shipment_StartEnd_Date
"When was parcel 7777 dispatched, and Shen wiIl it be delivered?",Query_for_Shipment_StartEnd_Date
Detail the sHart and finish dates for shipment 7878.,Query_for_Shipment_StartEnd_Date
Whzt ' s the shipping schedule for order 7979?,Query_for_Shipment_StartEnd_Date
I need the estimated delivery date for package 8070.,Query_for_Shipment_StartEnd_Date
Provide the departure and arrival dates for shipm@ny 8181.,Query_for_Shipment_StartEnd_Date
"Ehen did shipment 8282 stadt, and when is its expected end?",Query_for_Shipment_StartEnd_Date
Show the shipping and dWlivwry dates for parcel 8383.,Query_for_Shipment_StartEnd_Date
Detail the dispatch and expected arrival eates for shipment 848R.,Query_for_Shipment_StartEnd_Date
What ' s the t*Heline for delivery 8585?,Query_for_Shipment_StartEnd_Date
Can you provide the Wtart and end dates for package 8u86?,Query_for_Shipment_StartEnd_Date
I Geed the shipping dates for shipment 8787.,Query_for_Shipment_StartEnd_Date
What are the depQrtude and delivery dates for oTder 8888?,Query_for_Shipment_StartEnd_Date
Show the start and expected delivery dateX for wYipment 8989.,Query_for_Shipment_StartEnd_Date
Provide the transit period Sates for package 9090.,Query_for_Shipment_StartEnd_Date
"When was shipment 9191 dispatched, and when wiOl it qrrive?",Query_for_Shipment_StartEnd_Date
DetaiP the shipping schedule for delivery 9292.,Query_for_Shipment_StartEnd_Date
What ' s the timeline for the jo*%ney of order 9@93?,Query_for_Shipment_StartEnd_Date
Can you show the start and end dateq for snipmejt 9494?,Query_for_Shipment_StartEnd_Date
I need the Rstimat$d delivery date for parcel 9595.,Query_for_Shipment_StartEnd_Date
What are the dispatch and Xrriva; dahes for shipment 9696?,Query_for_Shipment_StartEnd_Date
Show the shipping and depiverH dates for package 9797.,Query_for_Shipment_StartEnd_Date
Provide the start and finish dates for order I898.,Query_for_Shipment_StartEnd_Date
"When did sgi(ment 9(99 leave, and when is it expected to arrive?",Query_for_Shipment_StartEnd_Date
Detail the dispatch and delivery timeline for Lac<age 10000.,Query_for_Shipment_StartEnd_Date
Show all shipments sent last week.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched in the past 24 hours.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in January?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first quarter.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent between March 1st and March 15th?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched on April 10th.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from the previous month.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent during the last weekend?,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments dispatched in the last 48 hours.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments from the past three days.,Query_for_Shipments_sent_in_windowed_time_period
I'm looking for shipments sent in the second quarter.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent from May 1st to May 31st.,Query_for_Shipments_sent_in_windowed_time_period
Can you list shipments sent yesterday?,Query_for_Shipments_sent_in_windowed_time_period
Show me all shipments dispatched in the last six months.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent in the last fiscal year?,Query_for_Shipments_sent_in_windowed_time_period
Provide details of shipments from the last 72 hours.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched between June 1st and today.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent before July 4th.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent during the holiday season last year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last two weeks.,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched in the past week.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from February.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide shipments sent between September 15th and October 15th?,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on New Year's Eve.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 7 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past fortnight.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments sent in December.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched on the first day of each month this year.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent during the summer?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from last Monday to Friday.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent during the winter season.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent on public holidays this year.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments dispatched in the last fiscal quarter?,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent between January 1st and February 28th.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent in the last 30 days?,Query_for_Shipments_sent_in_windowed_time_period
Provide details of shipments from the past weekend.,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched between March 20th and April 20th.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from the previous business week.,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were sent on the last day of the previous month?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the first half of this year.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments dispatched during the Easter holidays.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent in the last 90 days.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from April to June.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on Valentine's Day.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 60 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past three months.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the Thanksgiving week.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in August?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched in the first week of September?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last business quarter.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent before March 31st.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched during the Labor Day weekend.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the past year.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent between July 1st and July 31st.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were sent on the last Friday of each month?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments dispatched in the past 100 days.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments from the previous holiday season.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments sent in the last two months?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched between November 1st and December 31st?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the past five days.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent during the spring break.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent on Memorial Day.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the last business day of each month.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on the Fourth of July.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 120 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past week excluding weekends.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the last Valentine's week.,Query_for_Shipments_sent_in_windowed_time_period
Can you provide details of shipments sent in February?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched on the first Monday of this year?,Query_for_Shipments_sent_in_windowed_time_period
I need a summary of shipments from the last financial quarter.,Query_for_Shipments_sent_in_windowed_time_period
Show shipments dispatched during the Christmas week.,Query_for_Shipments_sent_in_windowed_time_period
List shipments sent in the last 45 days.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from October 1st to October 31st.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on Halloween.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 20 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past six weeks.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the last Mother's Day.,Query_for_Shipments_sent_in_windowed_time_period
Can you show shipments sent in the third quarter of this year?,Query_for_Shipments_sent_in_windowed_time_period
Which shipments were dispatched on Black Friday?,Query_for_Shipments_sent_in_windowed_time_period
I need details of shipments from the last week of June.,Query_for_Shipments_sent_in_windowed_time_period
Show all shipments sent before the tax day.,Query_for_Shipments_sent_in_windowed_time_period
List shipments dispatched during the New Year's week.,Query_for_Shipments_sent_in_windowed_time_period
Provide a list of shipments from the last leap year.,Query_for_Shipments_sent_in_windowed_time_period
Detail shipments sent on April Fool's Day.,Query_for_Shipments_sent_in_windowed_time_period
What shipments were dispatched in the last 75 days?,Query_for_Shipments_sent_in_windowed_time_period
Show me shipments from the past 10 days.,Query_for_Shipments_sent_in_windowed_time_period
List all shipments sent during the last Father's Day.,Query_for_Shipments_sent_in_windowed_time_period
